Industry,City,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Finance, Insurance and Real Estate",Canada,136355.5058,138155.0523,142988.9913,148516.5053,154089.7113,157917.2633,162484.0815,171546.2528,176532.4973,180931.7798,188098.9168,193776.8333,202962,210952.9168,218741.25,225002,230108,238741.1665,247368.1665,258202.75,267394,270150,273772,281699.0003,289982.9998,297431.0003,307041.7503,313847.1443
Information and Cultural Industries,Canada,17915.06693,19512.54948,21074.00633,22079.63808,22545.9136,22856.76393,22921.61018,23658.59313,24483.06702,24837.14823,28457.08333,30439.91665,33986.91668,36569.00003,39649.08333,41717,42478,45107.08335,46632.91668,48304.83333,48833,49330.99998,49487,50485,51404,52223.99998,52748.66668,52828.08557
Manufacturing,Canada,122638.2908,130639.9643,132777.7323,127902.75,118889.3083,120677.8533,127291.3373,136873.7625,143740.732,145312.7808,156492.9168,164245.0833,177625.083,195462,187415.0833,189267.167,187741.083,191194.0835,194153.9168,191560.0003,186210.0003,176892,153436,160917.0003,166340,168605.9998,167954.4165,172021.4333
Personal Services,Canada,59688.89615,63135.32003,64012.42755,64653.0205,59834.17258,60165.0099,61345.38328,63252.9244,64878.35513,65419.439,73771.25003,76650.33333,80797.16665,84473.83335,88153.08333,91094.25,91746.16665,94626.91665,96556.83333,98586.83333,101092.9998,103044.9998,102963.0003,101833.8905,102919.1838,104655.1803,107321.6618,109237.961
Primary and Utilities,Canada,117177.561,124754.9578,120257.4678,121105.166,126213.7065,126770.7823,132163.351,137130.7565,141867.1568,143977.4258,148869.0833,151081.1665,152781.1665,155772.25,151844.0833,157024.1668,162162.9165,165119.8333,168070.2503,170476.25,173530,176235.0003,160872.9998,171350,178863.9998,179688,189078.2498,196428.3177
Public Administration and Defence,Canada,67774.87668,70048.98498,71391.03135,73206.01853,75817.9417,76776.10753,76822.17318,77445.59518,77351.92835,75420.24148,76973.83335,77552,79693,81337.25,83609.91668,85958.83333,88344.9167,89391.08335,90862.08335,94099,96529.00003,99991.99983,104249,107422,109079.0003,109176.0003,109210.0835,109360.178
Transportation and Warehousing,Canada,35943.56435,37880.9332,38137.40065,38197.47408,36025.5877,37861.29383,38771.6377,41843.47058,43482.7827,44795.1566,46569.08333,47498.08333,50414.91668,52929,54285.99998,54178.91668,54391.08333,56443.0833,59765.16668,61489,62458,62260.99998,59649.00003,61847,63717,64896,65956.08335,68435.27333
Wholesale and Retail Trade,Canada,78909.82945,82948.13593,85865.82943,83354.69975,80180.76855,82399.21778,84598.30683,90405.22298,92854.8556,95574.39193,97017,103793.1665,109957.75,116978,120748.8335,126227.1668,131282.9168,136141.0835,142725.9168,150588.9165,157470,159552.9998,152533,160543,166304,169101,172986.4168,178868.6557
All Industries,Halifax,10350.8218,10610.36748,10735.65613,10874.44393,10839.09053,10815.48438,10950.06998,11034.40915,11318.3005,11441.8653,12035.78308,12538.18315,13337.15248,13737.8244,14307.96903,14954.88978,15314.62883,15518.23328,15759.62515,15989.62475,16383.70118,16817.0962,17119.21373,17760.2735,18011.6572,18191.7898,18466.8445,18946.7725
Business Services,Halifax,497.3858128,534.5794605,561.6257748,554.2758225,553.211843,537.8275643,600.93483,621.4062203,653.6332323,689.0337843,808.9943833,866.561839,875.8171633,907.2652823,968.0516388,1023.509271,1081.506693,1128.25981,1133.979,1145.215913,1166.532453,1182.133325,1177.080343,1235.363093,1270.946783,1322.128068,1359.467143,1414.73075
Construction,Halifax,717.4615693,701.8492605,706.110198,727.5458668,607.8335143,556.1208253,532.483269,543.9688348,580.5161263,586.0373313,584.0178978,685.3332283,846.9554125,728.8814483,791.3870968,796.0248223,867.0255398,922.4163883,907.0931948,936.699522,935.5888433,953.4401608,1150.514273,1224.524488,1110.549747,1127.238038,1178.70921,1129.02025
Education and Healthcare,Halifax,1664.124778,1739.378898,1740.142665,1743.83535,1769.262545,1793.88613,1745.802535,1729.299438,1749.16449,1770.339945,1805.11464,1830.11425,1930.52038,1931.934423,1979.19763,2032.890088,2037.900875,2069.987953,2141.165533,2211.942863,2278.118558,2393.893148,2473.90881,2549.730015,2607.143305,2656.04374,2699.741468,2729.56475
"Finance, Insurance and Real Estate",Halifax,1840.610935,1865.06966,1889.614053,1959.287663,2029.408805,2041.063375,2109.96249,2220.334655,2324.577363,2447.955228,2617.974705,2737.397898,2857.66819,2923.044335,2997.205043,3076.750248,3166.421778,3263.761775,3334.30921,3499.92959,3641.695573,3726.586548,3844.637263,3967.962185,4105.788803,4226.336713,4367.30609,4478.59725
Information and Cultural Industries,Halifax,294.3645603,321.201055,340.8157133,368.551233,387.9230308,389.5176073,394.0415078,383.1702413,376.5895573,408.816909,486.5583193,522.8718095,580.2510243,629.1118068,699.0317513,755.15644,760.4422223,733.5010008,780.8821868,774.9050908,763.6214888,764.7209725,774.9820255,781.2408015,805.7391543,828.8590948,837.4502768,858.1039
Manufacturing,Halifax,513.3143683,511.1377408,547.660445,547.2310188,610.7682398,595.6231198,578.3531553,550.2926035,576.362092,568.2217938,593.6987125,616.338125,692.1804228,709.6025275,730.8236515,812.1708815,803.5052235,875.681993,883.3855028,831.558416,866.4666373,906.1421935,881.7462015,982.2643748,1031.561203,1015.315247,998.7710113,1004.1
Personal Services,Halifax,461.3477645,478.5595765,494.3493008,487.889494,447.9351938,454.20146,490.8405783,499.379563,508.0833895,528.8755048,616.7405718,657.8750948,688.5942218,709.2152293,733.0566405,762.436271,765.9981785,781.4636953,780.0042025,790.0758408,797.9165573,823.885005,831.8873363,826.8449183,825.3700503,832.1987433,834.8324425,846.31345
Primary and Utilities,Halifax,557.6184563,557.4031983,539.9131223,535.733486,515.7136475,539.4618923,510.8953275,521.336026,501.1478068,498.0487028,477.2510048,543.0733818,548.8140225,832.4258805,999.9847505,1170.857384,1197.169725,1082.583172,1049.080375,925.7216625,972.369871,1032.040108,931.3657318,949.1906045,943.1681708,825.1595115,863.855017,1070.6315
Public Administration and Defence,Halifax,2301.087728,2316.78391,2344.97087,2380.958188,2411.159188,2410.418305,2434.770063,2361.493185,2356.220343,2248.413703,2276.381138,2258.34242,2298.411748,2240.610798,2225.769593,2271.489873,2356.656645,2376.301225,2440.299445,2495.10159,2493.9533,2537.78624,2611.165328,2694.901418,2741.157588,2720.603448,2662.396623,2607.70225
Transportation and Warehousing,Halifax,447.8577193,479.4470478,475.9488278,488.503069,466.6120485,477.6453105,485.8067363,489.585749,484.3588423,537.2063085,576.6887198,586.3605828,642.1966698,691.0003308,689.6201875,689.18226,685.8358515,675.1512633,665.0652293,671.2644565,694.51756,714.137839,674.160042,692.1889678,683.6651005,685.0280303,675.2320163,718.480475
Wholesale and Retail Trade,Halifax,1055.648098,1104.957668,1094.50515,1080.632748,1039.26245,1019.718798,1066.179475,1114.142628,1207.647295,1158.916078,1192.362995,1233.914525,1375.743188,1434.732338,1493.841048,1564.42226,1592.166065,1609.124985,1644.36127,1707.209805,1772.920338,1782.330645,1767.766355,1856.062628,1886.567328,1952.879158,1989.083183,2089.53175
All Industries,Hamilton,16772.71698,17650.435,18138.23425,17760.817,17126.0519,17188.07678,17332.7848,18098.09398,18724.72455,18801.33473,19462.646,20311.20185,21747.38048,22983.3214,23154.88828,23733.24443,24100.13108,24663.60153,25253.14765,25637.80035,25872.47895,25641.46748,24696.77943,25540.05398,26031.00718,26307.75623,26361.40345,26693.825
Business Services,Hamilton,803.8359365,863.5844325,886.77883,874.5317413,842.3595063,828.6231523,885.8305958,959.3762793,1030.247128,1043.010408,1099.514843,1195.53266,1346.881815,1508.255483,1526.167165,1582.457283,1647.175073,1709.245853,1788.45413,1869.107558,1946.182863,1937.630705,1854.181123,1884.903248,1940.99061,2002.998833,2083.9824,2150.43975
Construction,Hamilton,1264.027713,1370.676228,1494.110325,1396.738515,1271.865825,1154.78667,995.3487755,1018.930352,987.212247,1074.053915,1137.606423,1132.884873,1264.836435,1275.4917,1352.212275,1406.498338,1452.25791,1500.479463,1582.446583,1677.25706,1761.929725,1719.977593,1757.96091,1867.2787,1900.015355,1951.018338,1878.146045,1860.177
Education and Healthcare,Hamilton,3171.307523,3169.587268,3225.540935,3301.037705,3402.966523,3421.24404,3420.269768,3390.617678,3343.926723,3181.702588,3123.550338,3159.313323,3234.810925,3328.25443,3383.441188,3471.585665,3576.867435,3703.984573,3844.839135,3987.107935,4116.976963,4220.585635,4265.488255,4280.230768,4292.455985,4337.127983,4400.19621,4457.8305
"Finance, Insurance and Real Estate",Hamilton,2606.449595,2709.07799,2829.90414,2909.8772,2996.72881,3065.9641,3127.446953,3331.121845,3459.66947,3590.843398,3827.265985,3990.309528,4228.52593,4477.48737,4639.954483,4692.69328,4708.284208,4792.658648,4911.063073,5046.047993,5190.881038,5200.970888,5226.048168,5309.176675,5396.333513,5448.204473,5496.348358,5494.503
Information and Cultural Industries,Hamilton,186.5385783,205.6360508,232.0553433,257.03545,269.8133848,289.6460005,298.0923013,323.0217815,350.0946693,348.865157,392.0932335,401.8273953,469.0952653,509.070186,566.7707593,595.840327,615.620686,684.7189905,703.8491623,710.7536908,690.189302,668.5657165,653.521366,659.7430645,691.7658205,741.9176985,796.0390833,832.486675
Manufacturing,Hamilton,4618.397395,5022.97507,5066.045068,4688.9016,4152.62572,4128.41842,4221.673323,4488.143345,4748.660815,4695.949568,4699.938015,4958.098925,5311.321675,5712.34316,5405.67692,5552.75326,5555.100085,5531.841033,5455.307305,5233.238788,4924.237003,4545.944713,3831.083373,4137.463218,4263.963525,4325.955058,4194.546278,4260.95775
Personal Services,Hamilton,837.698411,881.8352993,879.348852,843.9730343,724.5245335,705.4728738,700.002565,736.946552,768.3190708,787.3771373,887.5541198,944.4850828,1053.39025,1102.207653,1148.73805,1198.729543,1182.305348,1221.191815,1222.81774,1218.27862,1231.004325,1238.982708,1230.644738,1196.742235,1197.514685,1213.720043,1260.896863,1316.00875
Primary and Utilities,Hamilton,491.5595203,539.1029783,537.462449,525.9306543,547.58903,533.6833255,544.9045083,527.5006965,547.1122013,551.5945,568.0380223,580.2159418,631.3632555,676.4456958,688.395337,686.2213965,689.9401628,707.3254168,720.931845,667.4719488,635.337643,675.523888,565.4742745,594.1457833,629.909682,598.4192195,603.8910813,604.047525
Public Administration and Defence,Hamilton,854.9094408,840.5308235,840.7956793,850.7145145,894.3046858,931.6199085,960.0335875,1015.204106,1048.69796,1031.426705,1110.596343,1138.422578,1161.813545,1177.732908,1175.144083,1172.008788,1180.786868,1169.793013,1170.989145,1202.621638,1204.921225,1219.502908,1237.524678,1260.497005,1279.613368,1304.824813,1355.216873,1399.6245
Transportation and Warehousing,Hamilton,411.159392,450.0897053,477.2123948,495.1651075,455.7165833,479.421927,477.9080953,522.7788573,569.2651458,595.089778,632.991277,650.523012,705.2944375,727.5443368,751.6024605,749.4761025,748.8017268,805.697012,867.6327308,901.6386053,924.799945,965.5783968,908.0800068,938.284903,938.1305825,928.7950515,895.1477198,897.868325
Wholesale and Retail Trade,Hamilton,1526.833448,1597.339133,1668.980248,1616.911455,1567.55729,1649.196363,1701.274338,1784.452478,1871.519135,1901.421595,1983.497388,2159.588548,2340.046955,2488.4885,2516.785575,2624.98045,2742.991573,2836.665703,2984.816793,3124.276515,3246.018925,3248.204315,3166.772545,3411.588373,3500.314068,3454.774705,3396.992525,3419.88375
All Industries,Quebec City,18871.01953,19767.4823,20271.0409,20686.42048,20478.9666,20712.70148,21106.79658,21674.9467,21803.35835,21771.08658,22141.57318,22736.82195,23976.1538,24912.87223,25505.84983,26346.85213,26874.8326,27617.45493,28208.88823,28950.22345,29723.4633,30488.79713,30805.3293,31621.13748,32320.843,32905.10345,33394.65228,33998.4225
Business Services,Quebec City,1071.215783,1145.871028,1202.229093,1215.307358,1202.652688,1186.211543,1237.09721,1264.424065,1325.59767,1358.15032,1442.30409,1639.527533,1919.006278,2048.216543,2111.475515,2168.456633,2235.556618,2217.383865,2199.666853,2244.197568,2284.514483,2404.462685,2469.470295,2575.443865,2689.797343,2781.548428,2836.48475,2881.688
Construction,Quebec City,1319.762965,1432.251488,1610.172373,1826.954218,1693.1192,1578.85662,1544.37832,1486.52857,1266.914005,1246.677078,1143.84173,1178.823105,1096.80984,1188.18936,1261.786425,1396.501773,1460.893748,1582.475423,1546.549555,1512.98191,1602.871948,1721.76094,1896.157445,1999.850048,2081.962358,2240.268083,2169.967028,2110.64825
Education and Healthcare,Quebec City,4001.355083,4159.23969,4186.159603,4234.31372,4279.408858,4397.969165,4438.414468,4488.775475,4466.829313,4410.419575,4271.694283,4182.643953,4317.25173,4324.115325,4320.50313,4306.066673,4332.886388,4305.37604,4250.405885,4277.823833,4359.755258,4517.910583,4675.999353,4841.44282,4997.71798,5131.712545,5292.40342,5384.8495
"Finance, Insurance and Real Estate",Quebec City,2897.858145,3115.764955,3374.96541,3608.482755,3755.95697,3869.57355,4043.401955,4163.14777,4271.313623,4252.047135,4313.121555,4429.715838,4729.990045,4803.95831,4858.48168,4999.203555,5064.675543,5363.594053,5623.720543,6015.001223,6395.162783,6638.837355,6932.25111,7147.58663,7360.6741,7483.673985,7587.043275,7669.0915
Information and Cultural Industries,Quebec City,452.5048968,474.156975,486.6505758,476.860595,458.443193,433.285463,413.1122273,417.7640195,440.7539083,454.8767563,512.560795,545.1134923,591.998323,622.9777583,694.661254,773.1942178,794.078484,807.9663135,787.8657763,775.3257558,749.6466225,741.1608678,738.6262203,739.6424948,741.7173165,743.2621748,750.4568903,755.289175
Manufacturing,Quebec City,1263.287343,1356.420805,1396.524555,1376.11199,1265.979128,1277.04504,1386.915795,1513.726035,1554.379133,1574.565818,1799.782303,1906.849308,2148.42051,2422.023933,2443.18609,2496.980965,2504.652495,2642.393368,2827.90647,2890.169923,2885.223393,2814.583183,2516.513918,2477.903653,2425.5322,2356.076673,2297.016595,2371.88875
Personal Services,Quebec City,1193.953303,1297.56309,1364.371123,1381.00554,1255.70284,1261.20473,1230.78143,1205.49351,1185.057423,1163.562815,1229.20606,1311.387118,1345.251795,1425.743498,1498.238225,1585.167645,1637.99051,1693.734168,1713.698063,1684.171693,1676.44658,1664.803978,1660.331698,1655.830973,1677.978563,1725.351335,1789.984403,1807.294
Primary and Utilities,Quebec City,1034.46734,929.579565,807.1458293,765.865138,781.7578638,784.3585178,835.664672,905.3840143,980.2348708,1028.277952,1091.6404,1088.387785,1136.199953,1119.450688,1058.655898,1087.019604,1123.248705,1081.383413,1098.15452,1079.891735,1085.10429,1101.546783,1011.831521,992.2130473,974.9458358,966.0212858,1040.02134,1110.6235
Public Administration and Defence,Quebec City,3182.03264,3231.021453,3141.445258,3148.350985,3227.199645,3265.053483,3323.184823,3409.196513,3408.886578,3344.016735,3411.837823,3401.718645,3490.487013,3574.772168,3800.177505,3979.232845,4083.18269,4167.262628,4247.51321,4365.50614,4393.753598,4470.70499,4698.341375,4882.60316,5045.689623,5166.719065,5349.423728,5582.8205
Transportation and Warehousing,Quebec City,549.9408895,585.8572225,606.652114,625.460374,616.2893875,660.9923263,670.509404,700.8185115,725.5309485,748.4300578,767.1632123,795.7190848,845.2355468,883.6049343,892.4770003,889.1135968,915.8817,965.4046293,1000.282349,1011.767697,1037.790453,1010.051516,955.2593273,988.854631,1026.350585,1067.167195,1093.585948,1145.7665
Wholesale and Retail Trade,Quebec City,1904.641145,2039.756008,2094.724985,2027.707818,1942.456843,1998.151045,1983.336278,2119.688235,2177.860863,2190.062333,2158.42093,2256.936093,2355.502768,2499.819708,2566.207105,2665.914608,2721.785718,2790.481005,2913.125003,3093.385963,3253.19388,3402.974223,3250.547,3319.766148,3298.477105,3243.30271,3188.264875,3178.462
All Industries,Regina,7071.440245,6799.010335,7029.616713,7408.746718,7455.594378,7179.449858,7360.396085,7594.60977,7518.307545,7666.716535,8077.806373,8313.17876,8654.969858,8827.152693,8909.793983,8970.415553,9128.45289,9398.275415,9695.723128,9835.609523,10254.00533,10815.11998,10864.5812,11447.45745,12206.04073,12801.82125,13495.2293,14086.17
Business Services,Regina,367.1826055,380.0577833,403.732098,425.7334558,439.1420865,404.5073545,430.776791,431.2842918,443.0455413,450.9806858,465.7333973,472.0703163,491.5681023,473.820018,478.783593,491.5657013,521.2149543,523.2578048,545.9395728,575.1820318,617.2564228,645.6410433,636.7578508,662.7439995,699.3089145,747.2717335,763.8716828,792.239075
Construction,Regina,702.3405473,655.09553,628.6061825,632.3612725,580.7915145,442.4390365,431.9112918,424.902665,416.8730738,458.6908798,512.1088365,501.940272,540.364774,546.4144233,590.061819,591.6558163,617.0492925,638.5052533,732.5201798,733.179549,746.6596133,889.2882758,985.6924665,1068.197443,1131.47103,1112.530523,1085.683143,1105.70175
Education and Healthcare,Regina,975.9519358,939.2083778,965.480686,1038.40569,1082.910713,1084.06014,1012.315764,977.5981125,962.6677058,994.1678608,972.9828155,1006.419099,1059.349033,1068.61138,1056.961505,1053.655263,1058.815805,1094.21872,1119.88998,1127.34989,1152.331888,1190.755838,1227.25968,1278.72969,1333.173035,1397.898345,1458.330423,1505.3065
"Finance, Insurance and Real Estate",Regina,1232.743808,1138.636195,1173.095478,1233.843813,1233.27685,1221.099513,1288.552823,1400.47076,1456.680783,1450.344163,1505.016333,1565.631343,1654.779238,1689.287435,1764.410413,1832.973958,1897.568205,1938.034428,1975.809318,2028.88273,2109.838878,2160.658125,2155.860083,2214.123038,2315.55982,2398.218368,2525.242625,2644.70625
Information and Cultural Industries,Regina,187.6819485,196.1309258,208.2834593,213.1771425,231.6829733,235.3441445,241.2021403,253.3724485,257.2934265,271.3187455,327.0370695,343.9148078,357.4793248,391.3775355,426.4413033,457.7812123,456.236339,469.5990333,465.265439,467.3085115,478.76749,473.2560238,480.44855,506.4275165,528.18578,535.665406,535.1885885,527.166575
Manufacturing,Regina,368.0732575,319.2844208,347.504122,390.267436,367.0509325,358.31287,360.0698225,382.6878103,371.949597,417.2826093,585.3324303,591.8901543,573.9721225,621.1213808,609.0016855,550.2724763,557.449483,660.4259615,729.8829315,711.1833118,777.5536938,832.9239703,837.390319,844.1087818,910.389498,1033.06615,1086.615273,1149.25625
Personal Services,Regina,440.8372115,411.7377903,406.6772003,414.0305685,388.7825158,376.2049065,396.212919,400.301371,404.2222515,406.9412133,421.5848558,408.812063,410.3975578,438.328496,432.4068088,440.9458615,435.4086565,457.2725238,464.7669425,466.1846935,490.8068908,525.9595988,548.6851683,559.5048925,579.2253503,604.5125418,635.8258275,654.08645
Primary and Utilities,Regina,942.414739,961.3952393,1053.794203,1188.012968,1218.13406,1183.706045,1298.562225,1336.439265,1280.498173,1258.673878,1264.32421,1321.256565,1304.20894,1252.630985,1139.331068,1092.67145,1102.773443,1034.299193,1002.992166,993.2860145,1017.724827,1093.609843,1034.224638,1224.10454,1387.812835,1525.007823,1781.079943,2008.54325
Public Administration and Defence,Regina,832.149785,804.4156355,859.8622828,901.5044933,937.0466308,915.1800138,930.4820933,911.1001898,899.185237,891.7433123,905.1000068,934.0145358,1024.440163,1023.891849,1054.304358,1088.540023,1093.371893,1118.343815,1142.938495,1183.39315,1217.019838,1229.888845,1260.192975,1304.761535,1361.158805,1394.761515,1395.04752,1381.26825
Transportation and Warehousing,Regina,352.503235,358.6350268,357.6759975,354.3495035,360.9707533,381.4543743,391.585054,415.4739528,408.472381,421.2040593,456.503769,450.2499158,470.8793513,515.5192178,538.4252718,532.1799738,536.4735603,546.6409675,574.005626,574.3194,563.8354265,530.0461998,520.261198,518.679662,560.343382,587.2538825,623.598818,649.41575
Wholesale and Retail Trade,Regina,669.5611768,634.4134113,624.9050003,617.0603743,615.805349,577.1414565,578.7251628,660.9789025,617.4193725,645.369131,662.0826485,716.9796945,767.5312518,806.1499738,819.6661523,838.1738168,852.0912628,917.6777118,941.712478,975.3402405,1082.210358,1243.092205,1177.808263,1266.076358,1399.412273,1465.63497,1604.74545,1668.4815
All Industries,Saskatoon,8253.758918,7792.996645,7763.401723,8008.289845,7930.130558,7709.43545,8014.159063,8578.985103,8725.318658,9097.380703,9840.906778,10171.27228,10282.42745,10480.61483,10468.85995,10370.53303,10674.9179,11231.89868,11815.061,12043.9064,12742.38613,13586.97758,13340.5774,14156.67308,15067.49733,15789.82915,16728.01123,17612.695
Business Services,Saskatoon,358.2410433,351.4433073,360.5744825,374.4477648,385.6025,360.4670375,395.2567955,409.683015,435.3713305,450.043467,458.493908,448.3442405,450.453736,423.6661328,425.2911768,444.1934188,489.2680948,516.6214393,567.27033,625.940858,691.2431898,727.700329,713.0343048,735.665494,769.8383115,815.107505,822.8419938,840.37275
Construction,Saskatoon,689.4161765,656.6271403,642.7709693,656.9939163,612.1639368,476.069023,482.8527583,499.4392315,513.8574093,587.891786,673.1512968,661.2422718,697.6798503,686.396932,719.4073593,700.9321515,718.9399523,749.2043293,883.7336333,917.1455718,969.480626,1198.251203,1375.090513,1542.51839,1694.944638,1738.14126,1759.864218,1843.2035
Education and Healthcare,Saskatoon,1216.496695,1181.270315,1220.85041,1315.766033,1377.37715,1381.274403,1281.871888,1225.852348,1198.591325,1228.543528,1190.3475,1226.162108,1301.871918,1339.250475,1360.039055,1395.925028,1441.891728,1525.631705,1594.336928,1636.54167,1702.718223,1776.090258,1819.275595,1851.856745,1871.477658,1906.297688,1943.547375,1973.8925
"Finance, Insurance and Real Estate",Saskatoon,1145.17465,1041.637803,1055.765555,1087.536025,1076.679765,1054.183188,1104.76491,1191.091293,1248.951965,1253.27649,1288.393303,1325.7895,1394.40449,1411.281265,1447.046915,1493.3194,1555.38426,1611.498013,1672.516825,1746.67418,1835.7326,1905.022045,1923.514905,1984.50965,2086.541435,2191.711568,2350.314778,2498.841
Information and Cultural Industries,Saskatoon,89.87667503,103.7290572,118.8082993,127.3602435,140.0221523,139.3051555,137.2328295,138.2852463,136.2584943,142.0079883,171.3648653,179.8443343,183.4529378,194.8071755,206.954164,220.5383573,223.1516898,238.5539245,250.453792,267.6033945,290.0975978,298.848462,307.7948298,319.9641675,330.084367,343.4669295,362.4390515,378.121475
Manufacturing,Saskatoon,465.1469195,391.7199763,416.5238135,463.2120753,439.7261543,442.5793098,466.2283663,520.2539975,524.9037038,606.4542005,871.5408053,903.02244,901.1950208,1003.907966,1005.057663,917.8819965,936.3494393,1109.753118,1212.923395,1158.627543,1232.785935,1274.27999,1229.38995,1191.660933,1255.069425,1417.49202,1502.987335,1604.31725
Personal Services,Saskatoon,474.7724425,465.4791355,477.9919955,497.6077505,468.4200343,446.538765,461.0275503,460.5315905,466.7504558,477.0148308,503.2088518,493.9300453,498.923946,535.0642263,529.738711,541.5765655,534.7448563,559.2286488,564.98005,566.4051228,598.4510268,642.081816,668.187175,678.2771118,696.3508893,718.2310785,750.3933298,773.5509
Primary and Utilities,Saskatoon,2268.543193,2086.161063,1932.54427,1944.699713,1874.266208,1880.14999,2124.271278,2443.176078,2550.47338,2628.917188,2842.44697,2981.19549,2741.037603,2648.129145,2458.338333,2286.333833,2347.487168,2338.700183,2349.130753,2293.894973,2410.825663,2577.728448,2225.680465,2669.342618,2965.75161,3175.00636,3566.395823,3949.5775
Public Administration and Defence,Saskatoon,493.7102608,473.4625668,494.6464778,497.7858015,493.739254,463.9801893,463.4035233,454.7330603,454.7492693,459.4925773,476.1956563,497.423068,550.3860903,556.5076328,582.720097,614.834496,632.38779,662.9939365,694.228881,728.1771675,752.0527103,759.0378428,767.505003,770.5111268,774.5738343,777.0405088,779.5419425,782.10835
Transportation and Warehousing,Saskatoon,402.4114155,426.778473,441.8890633,448.452062,459.0906553,481.9631245,491.1829808,520.7605175,517.0596258,545.641039,614.863374,628.7917338,668.6965538,731.118218,761.2506323,754.120813,764.4758055,783.8516928,830.0822685,840.767405,835.5541143,787.2732298,765.7775638,755.1790088,814.80684,871.6714148,958.089994,1032.3455
Wholesale and Retail Trade,Saskatoon,649.9694433,614.6878125,601.0363883,594.4284618,603.042749,582.925268,606.0661895,715.1787213,678.3517028,718.09761,750.9002478,825.5270263,894.325296,950.4856478,973.0158383,1000.87698,1030.837118,1135.861698,1195.404148,1262.128518,1423.444428,1640.663955,1545.3271,1657.187813,1808.058328,1835.66284,1931.595363,1936.365
All Industries,Victoria,8440.878973,8770.546868,9112.73544,9342.626918,9450.30859,9645.982383,9926.983455,10268.7892,10460.01668,10630.43648,10923.58973,11055.75593,11336.0188,11764.97503,11933.15608,12322.38965,12649.05393,13102.1477,13652.02048,14204.45118,14639.20475,14846.57935,14620.1113,14834.13423,14956.89108,14973.9211,14966.77578,14967.715
Business Services,Victoria,412.725803,472.663772,517.3284015,552.7702868,558.8602165,551.5688595,597.235228,627.079481,671.0604138,687.7517608,759.7909643,841.2850178,852.877726,902.9861368,924.5648528,947.072386,964.7709218,1015.280135,1086.666668,1180.722613,1281.984953,1343.832873,1296.70005,1317.100298,1355.007785,1386.479263,1394.001573,1418.63475
Construction,Victoria,568.244991,583.1157113,661.166216,659.178565,643.8274585,643.680838,643.7760068,676.917459,657.6590903,657.5349315,730.529161,689.4400648,674.156534,662.9291155,674.8631228,702.8009943,766.1757713,848.1145853,899.9365858,988.269071,987.3304153,1016.976325,944.0345375,937.555363,920.7432573,946.8346858,935.8118,885.84105
Education and Healthcare,Victoria,1584.670835,1636.15484,1671.19569,1714.890433,1745.48923,1761.710125,1753.109263,1789.51839,1840.34473,1910.240725,1890.030118,1908.463398,1924.26826,1973.617283,1956.870243,1944.337858,1976.401245,1965.504193,2017.083945,2106.716573,2179.89097,2278.718473,2311.713038,2330.08788,2354.515028,2381.98055,2409.768963,2390.14475
"Finance, Insurance and Real Estate",Victoria,1634.42267,1642.257785,1720.45294,1811.370613,1928.91906,2013.121663,2092.86805,2218.214425,2257.393885,2278.359163,2337.026105,2350.240345,2410.984178,2438.952563,2474.862583,2578.799568,2668.54605,2844.345683,2993.817533,3136.788078,3267.205473,3322.805025,3404.106208,3513.866898,3619.462728,3640.522253,3676.991463,3683.9285
Information and Cultural Industries,Victoria,188.0570353,211.889657,226.9124428,229.2631608,226.7337958,218.743522,221.094475,223.651891,223.0983465,222.2514843,253.9823108,272.3522725,295.9654965,326.7325555,342.8823518,398.3747038,434.2851293,444.8413855,461.1434123,458.1209483,454.7040675,447.0889268,414.5008775,400.639179,390.0309365,380.981125,364.444013,345.751375
Manufacturing,Victoria,448.4530353,447.320106,436.8749698,394.2511235,370.485515,381.2924535,391.3846043,393.7212195,398.4874453,401.3539178,412.0268785,401.513373,451.6553035,523.0254665,480.7223895,492.5054993,517.554444,564.209036,593.089144,605.6451293,596.1642265,551.209971,485.15447,521.223753,545.788095,571.5336858,582.9685918,610.3431
Personal Services,Victoria,610.5525845,638.4136333,653.6778065,674.64469,619.3017248,634.6220605,664.5548015,690.1419923,713.8733543,721.826623,804.4040335,797.9784343,816.536458,849.3266343,873.0092713,898.9389493,913.354948,941.0214905,958.1816798,981.7961518,995.0091538,981.7110753,966.6784585,951.232964,933.1183438,943.7151748,979.015194,1001.2681
Primary and Utilities,Victoria,448.5694535,517.0819,533.5281618,548.4697688,561.194638,532.1870498,562.625893,586.074512,630.2305173,660.058095,653.5696948,661.7376108,662.664676,692.9022895,780.5814795,835.2033103,790.9087775,732.5191523,718.8729615,630.223802,599.788211,575.398791,496.9079685,525.6047875,544.4079168,508.7890918,485.6907863,478.394325
Public Administration and Defence,Victoria,1593.184008,1614.810255,1630.654263,1696.482028,1764.902598,1821.510775,1854.816965,1872.866825,1880.098665,1876.264328,1885.86425,1891.8384,1953.64115,1997.568253,1983.214883,2008.094763,2024.76903,2061.192268,2118.912563,2209.047545,2291.453768,2375.71592,2441.642085,2446.69761,2417.249258,2345.06153,2270.696778,2228.72775
